from,to
180264,1262989
1389068,255476
1389068,1324754
1389068,1550958
1389068,1049232
1389068,1484541
1389068,1258472
1389068,1228476
1389068,1533532
255476,1324754
255476,1550958
255476,1049232
255476,1484541
255476,1258472
255476,1228476
255476,1533532
1324754,1550958
1324754,1049232
1324754,1484541
1324754,1258472
1324754,1228476
1324754,1533532
1550958,1049232
1550958,1484541
1550958,1258472
1550958,1228476
1550958,1533532
1049232,1484541
1049232,1258472
1049232,1228476
1049232,1533532
1484541,1258472
1484541,1228476
1484541,1533532
1176627,381111
1387779,1347446
1031857,1134286
1031857,328413
1031857,129633
1031857,1404570
1031857,1488678
1031857,1141243
1031857,1257899
1134286,1434663
1134286,328413
1134286,129633
1134286,1141243
1134286,1257899
1434663,1412821
1434663,328413
1434663,129633
1434663,1205378
1434663,1141243
1434663,1104792
1330531,258764
1330531,1375704
1330531,1051315
1330531,1522190
1330531,133695
1330531,327233
1330531,1077595
1330531,1116888
1330531,1251305
1330531,1520232
1330531,1341319
1330531,1452932
1330531,1288923
1330531,1367230
1330531,1387209
1330531,10270
1330531,1004703
1330531,1322401
1330531,1211298
1330531,1268035
1330531,1526486
1213109,1406646
1549608,1402921
1549608,1399097
1549608,1441556
1549608,1231846
1549608,1499964
1549608,155999
1549608,1119422
1549608,1304599
1549608,1134877
1549608,1377977
1549608,1141529
1549608,1125526
1549608,167497
1549608,1310034
1549608,1202538
1549608,1412605
1549608,1422626
1549608,1501505
1549608,1360485
1549608,1450610
1549608,138144
1402921,1399097
1402921,1441556
1402921,1231846
1402921,1499964
1402921,155999
1402921,1119422
1402921,1304599
1402921,1134877
1402921,1377977
1402921,1141529
1402921,1125526
1402921,167497
1402921,1310034
1402921,1202538
1402921,1412605
1402921,1422626
1402921,1501505
1402921,1360485
1402921,1450610
1402921,138144
1399097,1441556
1399097,1231846
1399097,1499964
1399097,155999
1399097,1119422
1399097,1304599
1399097,1134877
1399097,1377977
1399097,1141529
1399097,1125526
1399097,167497
1399097,1310034
1399097,1202538
1399097,1412605
1399097,1422626
1399097,1501505
1399097,1360485
1399097,1450610
1399097,138144
1576041,1081505
1580675,1441556
1441556,1125526
1514813,1449383
1514813,1518923
1514813,135179
1514813,1506949
1514813,1406019
1514813,149525
1514813,110171
1449383,1518923
1449383,135179
1449383,1506949
1449383,1406019
1449383,149525
1449383,110171
1449383,18661
1518923,135179
1518923,1506949
1518923,1406019
1518923,149525
1518923,110171
1518923,18661
117716,1427107
117716,1322461
117716,1300334
117716,1060570
1055070,1015453
1055070,1537275
1206675,123508
1383906,1347429
1383906,1169507
1383906,1537284
1383906,1004503
1383906,1479490
1383906,15720
1383906,1566557
1383906,1130523
1383906,1565638
1383906,1250736
1383906,1112225
1383906,120738
1019202,1176919
134316,1131194
134316,1562890
134316,1473534
1131194,1562890
1131194,141629
1131194,1084511
1131194,1561079
1131194,1473534
1562890,141629
1562890,1084511
1562890,1561079
1562890,1473534
1431558,1551671
11785,1083713
11785,1050848
11785,191711
1384618,1278354
1118091,1405723
1458878,1002067
1458878,38281
1458878,141629
1002067,38281
1002067,1359989
1418685,138470
1418685,1339133
1418685,1098746
1418685,1320966
1418685,1158931
1418685,1005317
1325641,1164122
1325641,220131
1175522,1374368
1175522,1056115
1175522,1254926
1464250,1191609
1464250,431416
1464250,1184237
1464250,1343777
1464250,1130400
1464250,1442151
1464250,223836
1464250,1145686
1464250,1574788
1464250,1424197
1464250,1063207
1464250,1586115
1464250,1446438
1464250,1451732
1464250,413479
1464250,1350131
1191609,431416
1191609,1184237
1191609,1343777
1191609,1130400
1191609,1442151
1191609,223836
1191609,1145686
1191609,1574788
1191609,1424197
1191609,1063207
1191609,1195841
1191609,143416
1191609,1586115
1191609,1372065
1191609,1446438
1191609,1451732
1191609,413479
1191609,1350131
431416,1184237
431416,1343777
431416,1130400
431416,1442151
431416,223836
431416,1145686
431416,1574788
431416,1424197
431416,1063207
431416,1402621
431416,1195841
431416,143416
431416,1586115
431416,1372065
431416,1446438
431416,1451732
431416,413479
431416,1350131
1184237,1343777
1184237,1130400
1184237,1442151
1184237,223836
1184237,1145686
1184237,1574788
1184237,1424197
1184237,1063207
1184237,1402621
1184237,1195841
1184237,143416
1184237,1586115
1184237,1372065
1184237,133522
1184237,1446438
1184237,1451732
1184237,413479
1184237,1350131
1343777,1130400
1343777,1442151
1343777,223836
1343777,1145686
1343777,1574788
1343777,1424197
1343777,1063207
1343777,1402621
1343777,1195841
1343777,143416
1343777,1586115
1343777,1372065
1343777,133522
1343777,1446438
1343777,1451732
1343777,413479
1343777,1350131
1130400,1442151
1130400,223836
1130400,1145686
1130400,1574788
1130400,1424197
1130400,1063207
1130400,1402621
1130400,1413298
1130400,1113502
1130400,1195841
1130400,143416
1130400,1372065
1130400,133522
1130400,1446438
1130400,1451732
1130400,413479
1130400,1350131
1442151,223836
1442151,1145686
1442151,1574788
1442151,1424197
1442151,1063207
1442151,1402621
1442151,1413298
1442151,1113502
1442151,1195841
1442151,143416
1442151,1372065
1442151,1446438
1442151,1451732
1442151,413479
1442151,1350131
223836,1145686
223836,1574788
223836,1424197
223836,1063207
223836,1402621
223836,1413298
223836,1113502
223836,1195841
223836,143416
223836,1372065
223836,1446438
223836,1451732
223836,413479
223836,1350131
1145686,1574788
1145686,1424197
1145686,1063207
1145686,1402621
1145686,1413298
1145686,1113502
1145686,1195841
1145686,143416
1145686,1372065
1145686,1446438
1145686,1451732
1145686,413479
1145686,1350131
1090443,1209266
1090443,105927
1457207,1394929
1457207,174126
1457207,1214840
1457207,1179174
1457207,1347998
1457207,491432
1457207,1277127
1457207,1130108
1457207,1436986
1457207,1097698
1457207,1506550
1457207,1459051
1457207,1204776
1457207,1119188
1457207,1237095
1457207,1335945
1457207,306002
1457207,1319360
1457207,1397002
1457207,1019964
1457207,1097825
1457207,1081136
1457207,1174370
1457207,1216370
1394929,174126
1394929,1470271
1394929,1347998
1394929,491432
1394929,1277127
1394929,1130108
1394929,1436986
1394929,1097698
1394929,1506550
1394929,1459051
1394929,1204776
1394929,1119188
1394929,1237095
1394929,1335945
1394929,1319360
1394929,1397002
1394929,1019964
1394929,1097825
1394929,1081136
1394929,1174370
1394929,1216370
174126,1470271
174126,1130108
174126,1204776
174126,1119188
174126,1237095
174126,1319360
174126,1397002
174126,1019964
174126,1097825
174126,1081136
174126,1174370
174126,1216370
1470271,1237095
1470271,1319360
1470271,1397002
1470271,1081136
1110360,1209266
1110360,105927
1110360,1134179
1209266,105927
1209266,1134179
1214840,1179174
1214840,1347998
1214840,100119
1214840,170347
1214840,491432
1214840,1277127
1214840,1130108
1214840,1436986
1214840,1097698
1214840,1506550
1214840,1459051
1214840,1204776
1214840,1119188
1214840,1335945
1214840,306002
1214840,1397002
1214840,1019964
1214840,1097825
1214840,1174370
1214840,1216370
1179174,1347998
1179174,100119
1179174,170347
1179174,491432
1179174,1277127
1179174,1130108
1179174,1436986
1179174,1097698
1179174,1506550
1179174,1459051
1179174,1204776
1179174,1119188
1179174,1237095
1179174,1335945
1179174,306002
1179174,1319360
1179174,1397002
1179174,1019964
1179174,1097825
1179174,1081136
1179174,1174370
1179174,1216370
1347998,100119
1347998,491432
1347998,1277127
1347998,1130108
1347998,1436986
1347998,1097698
1347998,1506550
1347998,1459051
1347998,1204776
1347998,1119188
1347998,1237095
1347998,1335945
1347998,306002
1347998,1319360
1347998,1397002
1347998,1019964
1347998,1097825
1347998,1081136
1347998,1174370
1347998,1216370
1549194,155802
1536422,203828
1536422,1016982
203828,1387267
203828,1016982
1387267,1016982
130705,1462826
1134299,1040730
1134299,1212651
1134299,208646
1134299,1484922
1134299,1463863
1134299,204982
1040730,208646
1040730,1484922
1040730,1463863
1040730,204982
1040730,1536269
1040730,190873
1040730,1425752
1040730,1034842
1040730,1352277
103618,1212651
1173836,1386991
1173836,1546018
1386991,1546018
1172777,1485335
1172777,232674
1172777,10021
1172777,1222846
1172777,1345973
1172777,1222227
1172777,1087018
1172777,1395326
1172777,1319581
1172777,1481904
1172777,181940
1172777,1546018
1172777,1309152
1172777,1488151
1172777,1470150
1172777,271592
1485335,232674
1485335,10021
1485335,1222846
1485335,1345973
1485335,1222227
1485335,1087018
1485335,1395326
1485335,1319581
1485335,1481904
1485335,181940
1485335,1546018
1485335,1309152
1485335,1488151
1485335,1470150
1485335,271592
232674,10021
232674,1222846
232674,1345973
232674,1222227
232674,1087018
232674,1395326
232674,1319581
232674,1481904
232674,181940
232674,1216705
232674,1546018
232674,1309152
232674,1488151
232674,1470150
232674,271592
10021,1222846
10021,1345973
10021,1222227
10021,1087018
10021,1395326
10021,1319581
10021,1481904
10021,181940
10021,1203399
10021,1216705
10021,1309152
10021,1488151
10021,1470150
10021,271592
1222846,1345973
1222846,1222227
1222846,1087018
1222846,1395326
1222846,1215140
1222846,1319581
1222846,1481904
1222846,181940
1222846,1203399
1222846,1216705
1222846,1309152
1222846,1488151
1222846,1470150
1222846,271592
1345973,1222227
1345973,1087018
1345973,1395326
1345973,1319581
1345973,1481904
1345973,181940
1345973,1546018
1345973,1309152
1345973,1488151
1345973,1470150
1345973,271592
1222227,1087018
1222227,1395326
1222227,1319581
1222227,1481904
1222227,181940
1222227,1216705
1222227,1546018
1222227,1309152
1222227,1488151
1222227,1470150
1222227,271592
1087018,1395326
1087018,1319581
1087018,1481904
1087018,181940
1087018,1203399
1087018,1216705
1087018,1309152
1087018,1488151
1087018,1470150
1087018,271592
1395326,1215140
1395326,1319581
1395326,1481904
1395326,181940
1395326,1203399
1395326,1216705
1395326,1309152
1395326,1488151
1395326,1470150
1395326,271592
1015511,1316557
1015511,150109
1015511,1106049
1015511,1229973
1316557,150109
1316557,1229973
1504755,1106049
1106049,1229973
1480046,169929
1480046,1587438
169929,1587438
1202349,1290162
1202349,1364520
1202349,1323066
1202349,216385
1202349,1555783
1202349,1400840
1290162,1364520
1290162,1487716
1290162,1323066
1290162,136674
1290162,193723
1290162,1533737
1290162,1362357
1290162,216385
1290162,1555783
1290162,1400840
1364520,1487716
1364520,1323066
1364520,1296294
1364520,136674
1364520,1317302
1364520,193723
1364520,1533737
1364520,1362357
1364520,216385
1364520,1555783
1364520,1400840
1487716,1323066
1487716,1296294
1487716,136674
1487716,252173
1487716,1317302
1487716,193723
1487716,1533737
1487716,1362357
1487716,216385
1487716,1555783
1487716,1400840
1323066,1296294
1323066,136674
1323066,1317302
1323066,193723
1323066,1533737
1323066,1362357
1323066,216385
1323066,1555783
1323066,1400840
27664,1378490
27664,1103418
1581400,1127142
1581400,1213084
1581400,1058861
1581400,135627
1581400,1516932
1581400,1481085
1581400,171147
1581400,139163
1127142,1213084
1127142,1058861
1127142,135627
1127142,1516932
1127142,1481085
1127142,171147
1127142,139163
1213084,1058861
1213084,135627
1213084,1516932
1213084,1424979
1213084,1481085
1213084,171147
1213084,139163
1220223,1192073
1220223,1224898
1220223,1223562
1220223,1108842
1220223,1570405
1220223,1551093
1220223,114998
1220223,1378012
1220223,1471143
1220223,1199036
1220223,1275928
1220223,130344
1220223,1388744
1220223,1094224
1220223,1146377
1220223,1165309
1220223,231312
1192073,1224898
1192073,1223562
1192073,1108842
1192073,1570405
1192073,1551093
1192073,114998
1192073,1378012
1192073,1471143
1192073,1199036
1192073,1275928
1192073,130344
1192073,1388744
1192073,1094224
1192073,1146377
1192073,1165309
1192073,231312
1224898,1223562
1224898,1108842
1224898,1570405
1224898,1551093
1224898,114998
1224898,1378012
1224898,1471143
1224898,1199036
1224898,1275928
1224898,130344
1224898,1388744
1224898,1094224
1224898,1146377
1224898,1165309
1224898,231312
1223562,1108842
1223562,1570405
1223562,1551093
1223562,114998
1223562,1378012
1223562,1471143
1223562,1199036
1223562,1275928
1223562,130344
1223562,1388744
1223562,1094224
1223562,1146377
1223562,1165309
1223562,231312
1108842,1570405
1108842,1551093
1108842,114998
1108842,1378012
1108842,1471143
1108842,1199036
1108842,1275928
1108842,130344
1108842,1388744
1108842,1094224
1108842,1146377
1108842,1165309
1108842,231312
1570405,1551093
1570405,114998
1570405,1378012
1570405,1471143
1570405,1199036
1570405,1275928
1570405,130344
1570405,1388744
1570405,1094224
1570405,1146377
1570405,1165309
1570405,231312
1551093,114998
1551093,1378012
1551093,1471143
1551093,1199036
1551093,1275928
1551093,130344
1551093,1388744
1551093,1094224
1551093,1146377
1551093,1165309
1551093,231312
114998,1378012
114998,1471143
114998,1199036
114998,1275928
114998,130344
114998,1388744
114998,1094224
114998,1146377
114998,1165309
114998,231312
1378012,1471143
1378012,1199036
1378012,1275928
1378012,130344
1378012,1388744
1378012,1094224
1378012,1146377
1378012,1165309
1378012,231312
1471143,1199036
1471143,1275928
1471143,130344
1471143,1388744
1471143,1094224
1471143,1146377
1471143,1165309
1471143,231312
1199036,1275928
1199036,130344
1199036,1388744
1199036,1094224
1199036,1146377
1199036,1165309
1199036,231312
1018734,1033811
1018734,1510267
1018734,1089646
1018734,148599
1018734,262871
1018734,221552
1018734,1557263
1018734,1477927
1018734,1166404
1018734,1539393
1018734,228199
1018734,1431148
1018734,1284351
1018734,1412963
1018734,1174703
1018734,1326946
1018734,100039
1018734,1236245
1018734,1272980
1018734,1173948
1018734,1160038
1018734,1137694
1018734,1062291
1018734,1112022
1018734,416824
1018734,1506249
1018734,1130166
1018734,1004931
1018734,1219822
1018734,1305587
1018734,1490500
1018734,258428
1018734,1476910
1018734,1532761
1018734,1520469
1018734,1016829
1018734,1182347
1018734,1351460
1018734,1000559
1018734,1092401
1033811,1510267
1033811,1089646
1033811,148599
1033811,262871
1033811,221552
1033811,1557263
1033811,1477927
1033811,1166404
1033811,1539393
1033811,228199
1033811,1431148
1033811,1284351
1033811,1412963
1033811,1174703
1033811,1326946
1033811,1536888
1033811,158250
1033811,1372051
1033811,100039
1033811,1236245
1033811,1272980
1033811,1173948
1033811,1160038
1033811,1137694
1033811,1062291
1033811,1112022
1033811,416824
1033811,1506249
1033811,1130166
1033811,1004931
1033811,1219822
1033811,1305587
1033811,1490500
1033811,258428
1033811,1476910
1033811,1532761
1033811,1520469
1033811,1016829
1033811,1182347
1033811,1351460
1033811,1000559
1033811,1092401
1033811,332364
1510267,1089646
1510267,148599
1510267,262871
1510267,221552
1510267,1557263
1510267,1477927
1510267,1166404
1510267,1539393
1510267,228199
1510267,1431148
1510267,1284351
1510267,1412963
1510267,1174703
1510267,1326946
1510267,1544571
1510267,1142650
1510267,1536888
1510267,158250
1510267,1372051
1510267,100039
1510267,1236245
1510267,1272980
1510267,1173948
1510267,1160038
1510267,1137694
1510267,1062291
1510267,1112022
1510267,416824
1510267,1506249
1510267,1130166
1510267,1004931
1510267,1219822
1510267,1305587
1510267,1490500
1510267,258428
1510267,1476910
1510267,1532761
1510267,1520469
1510267,1016829
1510267,1182347
1510267,1351460
1510267,1000559
1510267,1092401
1510267,332364
1089646,148599
1089646,262871
1089646,221552
1089646,1557263
1089646,1477927
1089646,1166404
1089646,1539393
1089646,111895
1089646,1270753
1089646,1150677
1089646,228199
1089646,1431148
1089646,1284351
1089646,1412963
1089646,1174703
1089646,1326946
1089646,1399379
1089646,1544571
1089646,1142650
1089646,1536888
1089646,158250
1089646,1372051
1089646,100039
1089646,1236245
1089646,1272980
1089646,1173948
1089646,1160038
1089646,1137694
1089646,1062291
1089646,1112022
1089646,416824
1089646,1506249
1089646,1130166
1089646,1004931
1089646,1219822
1089646,1305587
1089646,1490500
1089646,258428
1089646,1476910
1089646,1532761
1089646,1520469
1089646,1016829
1089646,1182347
1089646,1351460
1089646,1000559
1089646,1092401
1089646,332364
148599,262871
148599,221552
148599,1557263
148599,1477927
148599,1166404
148599,1539393
148599,111895
148599,1270753
148599,1150677
148599,1490335
148599,228199
148599,1431148
148599,1284351
